Time;Set robot speed along X axis;Set robot speed along Y axis;Set rotational robot velocity;1st motor set speed;2st motor set speed;3st motor set speed;1st motor position;2nd motor position;3rd motor position;1st motor velocity;2nd motor velocity;3rd motor velocity;1st motor current;2nd motor current;3rd motor current;X axis current;Y axis curent;Rotational current;X axis global position;Y axis global position;Angle;Delta X axis local position;Delta Y axis local position;Delta angle;
ms;m/s;m/s;rad/s;rad/s;rad/s;rad/s;ticks;ticks;ticks;rad/s;rad/s;rad/s;A;A;A;A;A;A;pix;pix;deg;mm;mm;deg;
t;xsetspeed;ysetspeed;setvel;m1setvel;m2setvel;m3setvel;m1pos;m2pos;m3pos;m1vel;m2vel;m3vel;m1cur;m2cur;m3cur;xcur;ycur;rotcur;xpos;ypos;ang;dx;dy;dang;
0.015;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;0;0;0;0;0;0;0;0;0;0;0;0;1185.99;948.568;191.552;-0.0824662;-0.403471;0.242691;
31.0368;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;0;1;0;0;0;0;0.025641;0.025641;0.025641;0;0;0;1185.99;948.568;191.552;0;0;0;
62.0933;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;0;1;0;0;0;0;0.025641;0.025641;0.025641;0;0;0;1186.21;948.568;191.309;0;0;0;
94.0956;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;0;1;0;0;0;0;0;0;0;0;0;0;1186.21;948.568;191.309;0;0;0;
125.786;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;956;-74;-890;96.1327;-5.65487;-87.6504;2;0.205128;1.46154;-1.99731;0.316128;0.111111;1185.99;948.568;191.552;-0.0824662;-0.403471;0.242691;
156.813;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;1495;-99;-1371;98.9602;-5.65487;-90.4779;1.4359;0.487179;1.17949;-1.50908;0.410333;-0.0769231;1185.99;948.12;191.552;-0.805496;0.164636;-6.10352e-05;
187.817;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;2621;-167;-2347;93.3053;-8.4823;-84.823;1.64103;0.333333;1.28205;-1.68662;0.341872;0.00854699;1185.76;946.106;191.547;-3.70711;0.337098;-0.00416565;
220.005;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;3725;-242;-3331;98.9602;-5.65487;-84.823;1.66667;0.230769;1.23077;-1.67182;0.299077;0.068376;1185.76;944.54;191.309;-2.82165;0.564284;-0.238403;
251.012;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;4255;-279;-3810;93.3053;-5.65487;-84.823;1.92308;0.128205;1.41026;-1.92333;0.256282;0.128205;1185.32;942.974;191.151;-2.98237;-0.251588;-0.157852;
281.982;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;5362;-359;-4783;96.1327;-5.65487;-84.823;1.30769;0.307692;1.58974;-1.67182;0.111308;-0.196581;1184.87;941.184;190.742;-3.38448;-0.196246;-0.409271;
312.775;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;6463;-427;-5786;101.788;-5.65487;-87.6504;1.28205;0.358974;1.30769;-1.49428;0.230897;-0.128205;1184.2;938.499;190.986;-5.07766;-0.2726;0.243652;
343.992;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;7617;-475;-6767;96.1327;-2.82743;-87.6504;0.564103;0.615385;1.23077;-1.03564;0.188462;-0.42735;1183.53;934.695;191.309;-7.09474;0.158928;0.323425;
374.785;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;8205;-496;-7289;98.9602;-2.82743;-84.823;1.30769;0.615385;0.974359;-1.31674;0.521461;-0.0940171;1183.08;931.562;190.505;-5.80859;0.239688;-0.803589;
406.096;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;9316;-560;-8268;96.1327;-5.65487;-84.823;1;0.179487;1.17949;-1.25756;0.0599487;-0.119658;1182.63;928.206;191.151;-6.20899;0.384458;0.645905;
437.82;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;10448;-630;-9276;93.3053;-8.4823;-90.4779;1.35897;0.282051;0.871795;-1.28715;0.350359;0.068376;1182.18;925.297;190.505;-5.40434;0.164496;-0.645905;
470.212;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;11000;-673;-9796;101.788;-8.4823;-87.6504;1.64103;0.230769;1.07692;-1.56826;0.341769;0.111111;1181.96;921.941;190.908;-6.13253;0.762441;0.402618;
502.009;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;12136;-734;-10778;98.9602;-2.82743;-84.823;1.28205;0.358974;1.05128;-1.34633;0.316282;-0.042735;1181.96;921.941;190.908;0;0;0;
533.953;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;13263;-789;-11780;93.3053;-5.65487;-87.6504;1.4359;0.384615;1.10256;-1.46469;0.367538;-0.017094;1181.29;919.256;190.667;-5.07622;-0.301025;-0.241013;
566.25;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;14392;-870;-12799;98.9602;-8.4823;-87.6504;1.23077;0.102564;0.948718;-1.25756;0.162333;0.0598291;1181.29;916.348;190.505;-5.25417;0.974313;-0.161621;
597.967;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;14946;-910;-13292;98.9602;-8.4823;-84.823;1.25641;0.102564;0.923077;-1.25756;0.17941;0.0769231;1181.07;912.768;190.746;-6.53852;0.821786;0.241013;
629.009;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;16089;-985;-14306;98.9602;-5.65487;-84.823;1;0.333333;1;-1.154;0.222333;-0.111111;1180.84;909.635;191.309;-5.72395;0.72473;0.562622;
659.081;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;17201;-1056;-15314;96.1327;-8.4823;-87.6504;1.20513;0.25641;1;-1.27236;0.239333;-0.017094;1180.62;906.502;191.552;-5.72094;0.748987;0.242645;
688.789;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;18346;-1124;-16282;96.1327;-5.65487;-84.823;0.923077;0.282051;1.10256;-1.16879;0.128359;-0.153846;1179.95;904.265;191.309;-4.27298;-0.405373;-0.242645;
718.996;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;18933;-1155;-16801;98.9602;-8.4823;-93.3053;1.53846;0.538462;1.25641;-1.61264;0.453077;-0.0854701;1179.5;900.685;191.309;-6.61089;0.482137;1.52588e-05;
750.021;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;20048;-1211;-17803;98.9602;-2.82743;-87.6504;0.769231;0.487179;1.12821;-1.09482;0.20541;-0.282051;1178.83;897.329;191.311;-6.28855;-0.00211728;0.00157166;
781.783;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;21188;-1265;-18769;96.1327;-5.65487;-84.823;1.51282;0.512821;1.23077;-1.58305;0.435974;-0.0769231;1178.16;894.644;191.547;-5.08014;-0.223016;0.236801;
814.058;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;21734;-1297;-19284;93.3053;-5.65487;-87.6504;1.25641;0.358974;1.30769;-1.47949;0.222359;-0.136752;1177.93;891.735;191.552;-5.31808;0.666633;0.00413513;
845.155;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;22867;-1361;-20264;96.1327;-2.82743;-87.6504;1.28205;0.282051;1.10256;-1.37592;0.247897;-0.034188;1177.26;889.274;191.547;-4.6776;-0.305256;-0.00410461;
876.007;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;23981;-1431;-21272;93.3053;-5.65487;-84.823;1.28205;0.282051;1.17949;-1.42031;0.222282;-0.0598291;1176.59;886.589;190.908;-5.07744;-0.27967;-0.639404;
905.826;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;25115;-1502;-22289;98.9602;-5.65487;-87.6504;1.30769;0.282051;1.20513;-1.4499;0.222282;-0.0598291;1176.59;886.589;190.908;0;0;0;
935.99;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;25671;-1537;-22777;107.442;-5.65487;-81.9956;1.20513;0.179487;1.17949;-1.37592;0.128256;-0.0512821;1176.37;883.232;191.309;-6.12715;0.805355;0.400909;
968.045;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;26808;-1602;-23789;96.1327;-5.65487;-87.6504;1.15385;0.230769;1.15385;-1.33154;0.153923;-0.0769231;1175.47;880.1;191.309;-5.966;-0.486764;7.62939e-05;
999.994;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;27947;-1672;-24791;98.9602;-5.65487;-87.6504;1.28205;0.25641;1.12821;-1.39072;0.222256;-0.034188;1175.25;876.967;191.552;-5.72094;0.748981;0.242615;
1031.97;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;28508;-1705;-25286;104.615;-5.65487;-87.6504;0.974359;0.307692;1.07692;-1.18359;0.171077;-0.136752;1174.58;874.73;191.309;-4.27309;-0.405351;-0.242615;
1064.02;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;29638;-1768;-26283;96.1327;-8.4823;-84.823;1.38462;0.358974;1.38462;-1.59785;0.239436;-0.119658;1174.35;871.15;191.552;-6.52621;0.913566;0.242554;
1095.14;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;30750;-1843;-27296;98.9602;-5.65487;-90.4779;0.846154;0.153846;1.02564;-1.08003;0.0428461;-0.111111;1173.68;868.689;191.547;-4.67749;-0.305281;-0.00415039;
1125.94;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;31884;-1912;-28256;96.1327;-5.65487;-79.1681;1.38462;0.333333;1.33333;-1.56826;0.23941;-0.0940171;1172.79;865.556;191.151;-5.96485;-0.503146;-0.396149;
1157.1;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;32462;-1943;-28769;96.1327;-5.65487;-81.9956;1.35897;0.435897;1.41026;-1.59785;0.273667;-0.162393;1171.67;862.2;191.552;-6.4535;-0.782369;0.400314;
1188.21;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;33569;-1986;-29772;101.788;-5.65487;-93.3053;1.20513;0.589744;1.28205;-1.4351;0.367744;-0.222222;1171.22;859.739;191.71;-4.59465;0.111227;0.1586;
1220.27;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;34691;-2048;-30754;93.3053;-5.65487;-87.6504;1.12821;0.205128;1.15385;-1.31674;0.128282;-0.076923;1171;856.83;191.309;-5.32081;0.644338;-0.401169;
1251.27;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;35234;-2090;-31273;96.1327;-5.65487;-84.823;1.4359;0.128205;1.17949;-1.50908;0.170897;0.042735;1171;854.145;191.309;-4.83711;0.967344;0;
1283.22;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;36362;-2174;-32242;93.3053;-8.4823;-81.9956;1.20513;0.0512821;1.20513;-1.39072;0.0342051;-0.017094;1170.1;850.565;191.309;-6.77218;-0.32554;1.52588e-05;
1315.17;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;37492;-2246;-33244;98.9602;-5.65487;-87.6504;1.07692;0.282051;1.23077;-1.33154;0.136897;-0.145299;1169.88;847.656;191.793;-5.31527;0.688781;0.483566;
1345.15;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;38630;-2321;-34235;98.9602;-5.65487;-81.9956;1.20513;0.25641;1.51282;-1.56826;0.0685641;-0.188034;1169.21;844.747;192.108;-5.48418;-0.0867883;0.315613;
1376.02;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;39181;-2350;-34712;98.9602;-2.82743;-84.823;1.07692;0.307692;1.58974;-1.53867;0.0344616;-0.273504;1169.88;842.734;192.595;-3.3412;2.01218;0.486343;
1408.35;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;40318;-2425;-35703;98.9602;-5.65487;-87.6504;1.20513;0.153846;1.33333;-1.46469;0.0599231;-0.0940171;1169.88;842.734;192.595;0;0;0;
1440.31;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;41417;-2500;-36718;98.9602;-8.4823;-87.6504;1.17949;0.282051;1.33333;-1.4499;0.136897;-0.145299;1169.43;839.377;192.352;-6.19957;0.514499;-0.242355;
1472.19;-0.298858;0.0261467;0;108.757;-10.4587;-98.2983;42552;-2582;-37677;98.9602;-8.4823;-81.9956;1.33333;0.153846;1.46154;-1.61264;0.0599231;-0.0940171;1168.09;833.56;192.747;-4.59205;0.194652;0.15271;
