Time;Set robot speed along X axis;Set robot speed along Y axis;Set rotational robot velocity;1st motor set speed;2st motor set speed;3st motor set speed;1st motor position;2nd motor position;3rd motor position;1st motor velocity;2nd motor velocity;3rd motor velocity;1st motor current;2nd motor current;3rd motor current;X axis current;Y axis curent;Rotational current;X axis global position;Y axis global position;Angle;Delta X axis local position;Delta Y axis local position;Delta angle;
ms;m/s;m/s;rad/s;rad/s;rad/s;rad/s;ticks;ticks;ticks;rad/s;rad/s;rad/s;A;A;A;A;A;A;pix;pix;deg;mm;mm;deg;
t;xsetspeed;ysetspeed;setvel;m1setvel;m2setvel;m3setvel;m1pos;m2pos;m3pos;m1vel;m2vel;m3vel;m1cur;m2cur;m3cur;xcur;ycur;rotcur;xpos;ypos;ang;dx;dy;dang;
0.0113;-0.102606;0.281908;0;91.9253;-112.763;20.8378;0;0;0;0;0;0;0;0;0;0;0;0;635.339;888.826;268.406;-0.411653;-0.0114548;0.204132;
30.9803;-0.102606;0.281908;0;91.9253;-112.763;20.8378;0;3;1;0;0;0;0.025641;0.025641;0.025641;0;0;0;635.339;888.826;268.406;0;0;0;
62.3518;-0.102606;0.281908;0;91.9253;-112.763;20.8378;0;3;1;0;0;0;0.025641;0.025641;0.025641;0;0;0;635.339;888.826;268.406;0;0;0;
94.0907;-0.102606;0.281908;0;91.9253;-112.763;20.8378;0;3;1;0;0;0;0.025641;0.025641;0.025641;0;0;0;635.339;888.826;268.406;0;0;0;
125.165;-0.102606;0.281908;0;91.9253;-112.763;20.8378;863;-1012;180;84.823;-107.442;16.9646;1.33333;1.76923;0.358974;-0.562205;1.74362;-0.025641;635.562;888.826;268.202;0.41161;0.0129214;-0.204132;
156.072;-0.102606;0.281908;0;91.9253;-112.763;20.8378;1823;-2069;364;81.9956;-96.1327;16.9646;0.974359;1.92308;0.461538;-0.295897;1.76085;-0.162393;635.339;887.708;267.384;-0.505191;2.03443;-0.817871;
187.884;-0.102606;0.281908;0;91.9253;-112.763;20.8378;2312;-2663;453;81.9956;-101.788;16.9646;0.846154;1.17949;0.692308;-0.0887692;1.29903;0.119658;634.891;886.365;267.404;-0.934485;2.42661;0.0201111;
220.113;-0.102606;0.281908;0;91.9253;-112.763;20.8378;3249;-3794;631;79.1681;-96.1327;16.9646;0.666667;1.58974;0.435897;-0.133154;1.42751;-0.162393;634.891;883.456;266.792;-0.299052;5.33548;-0.612244;
251.128;-0.102606;0.281908;0;91.9253;-112.763;20.8378;4204;-4950;813;81.9956;-104.615;16.9646;0.974359;0.974359;0.333333;-0.369872;1.08536;0.111111;635.339;881.443;266.608;0.603275;3.74181;-0.184174;
283.133;-0.102606;0.281908;0;91.9253;-112.763;20.8378;5184;-6118;1020;81.9956;-98.9602;16.9646;0.846154;1.28205;0.282051;-0.325487;1.23082;-0.0512821;634.891;879.429;265.994;-1.07997;3.63298;-0.613983;
314.141;-0.102606;0.281908;0;91.9253;-112.763;20.8378;5659;-6675;1117;79.1681;-98.9602;16.9646;0.692308;1.25641;0.179487;-0.295897;1.12833;-0.128205;635.115;878.086;266.208;0.247675;2.48827;0.214081;
346.154;-0.102606;0.281908;0;91.9253;-112.763;20.8378;6634;-7850;1320;84.823;-110.27;19.792;0.820513;0.948718;0.282051;-0.310692;0.999949;0.0512821;634.668;875.625;265.599;-1.16809;4.44517;-0.609222;
377.919;-0.102606;0.281908;0;91.9253;-112.763;20.8378;7616;-9048;1522;84.823;-104.615;16.9646;0.923077;1;0.307692;-0.355077;1.07685;0.0769231;634.891;872.269;265.197;-0.105909;6.17883;-0.401581;
410.21;-0.102606;0.281908;0;91.9253;-112.763;20.8378;8081;-9620;1617;84.823;-104.615;16.9646;1.12821;0.846154;0.25641;-0.503026;1.02546;0.179487;634.22;869.36;265.599;-1.6419;5.23328;0.401489;
442.172;-0.102606;0.281908;0;91.9253;-112.763;20.8378;9061;-10801;1819;84.823;-101.788;16.9646;0.794872;1.12821;0.25641;-0.310692;1.10259;-0.025641;633.773;866.899;265.413;-1.18257;4.44136;-0.18515;
473.927;-0.102606;0.281908;0;91.9253;-112.763;20.8378;10037;-11974;2012;87.6504;-98.9602;16.9646;0.769231;1.17949;0.512821;-0.147949;1.21364;0.034188;633.996;864.214;264.402;-0.071316;4.94943;-1.01117;
505.549;-0.102606;0.281908;0;91.9253;-112.763;20.8378;10037;-11974;2012;87.6504;-98.9602;16.9646;0.769231;1.17949;0.512821;-0.147949;1.21364;0.034188;634.22;861.305;264.009;-0.14816;5.35754;-0.393066;
537.802;-0.102606;0.281908;0;91.9253;-112.763;20.8378;11914;-14328;2404;81.9956;-107.442;16.9646;0.948718;0.692308;0.102564;-0.488231;0.811846;0.119658;634.891;858.396;263.609;0.632854;5.44815;-0.399689;
569.848;-0.102606;0.281908;0;91.9253;-112.763;20.8378;12384;-14934;2512;84.823;-104.615;14.1372;0.820513;0.974359;0.358974;-0.266308;1.04267;0.0683761;634.22;855.935;264.009;-1.70052;4.36819;0.399689;
599.57;-0.102606;0.281908;0;91.9253;-112.763;20.8378;13357;-16043;2699;81.9956;-98.9602;14.1372;0.820513;1.48718;0.25641;-0.325487;1.35056;-0.136752;633.773;853.474;263.83;-1.30484;4.40699;-0.179138;
629.726;-0.102606;0.281908;0;91.9253;-112.763;20.8378;14336;-17226;2887;79.1681;-110.27;19.792;0.846154;1.23077;0.358974;-0.281103;1.22223;-0.00854702;633.773;853.474;263.83;0;0;0;
660.852;-0.102606;0.281908;0;91.9253;-112.763;20.8378;14819;-17832;2991;90.4779;-101.788;16.9646;0.692308;1.05128;0.358974;-0.192333;1.05128;9.93411e-09;632.654;850.789;263.609;-2.59531;4.67295;-0.220551;
690.595;-0.102606;0.281908;0;91.9253;-112.763;20.8378;15812;-18981;3169;84.823;-101.788;16.9646;0.794872;0.974359;0.358974;-0.251513;1.03413;0.0598291;632.206;848.104;263.61;-1.36754;4.81046;0.00012207;
720.709;-0.102606;0.281908;0;91.9253;-112.763;20.8378;16775;-20167;3371;81.9956;-107.442;16.9646;1.10256;0.897436;0.205128;-0.517821;1.03405;0.136752;632.878;844.747;263.218;0.49861;6.26876;-0.391846;
750.708;-0.102606;0.281908;0;91.9253;-112.763;20.8378;17233;-20738;3481;87.6504;-101.788;19.792;1.20513;1.12821;0.282051;-0.532615;1.24774;0.119658;634.22;841.839;262.205;1.72317;5.62958;-1.01257;
780.535;-0.102606;0.281908;0;91.9253;-112.763;20.8378;18206;-21927;3682;81.9956;-101.788;16.9646;0.871795;0.923077;0.0769231;-0.458641;0.931615;0.00854701;634.22;841.839;262.205;0;0;0;
811.513;-0.102606;0.281908;0;91.9253;-112.763;20.8378;19178;-23101;3879;79.1681;-98.9602;16.9646;0.717949;1.10256;0.282051;-0.251513;1.06841;-0.034188;633.773;835.798;262.421;-1.52116;5.18855;-0.176147;
843.694;-0.102606;0.281908;0;91.9253;-112.763;20.8378;19653;-23677;3978;84.823;-104.615;16.9646;0.846154;0.923077;0.333333;-0.295897;1.00846;0.0854701;633.325;833.336;262.205;-1.42929;4.36833;-0.215607;
874.509;-0.102606;0.281908;0;91.9253;-112.763;20.8378;20618;-24859;4173;81.9956;-101.788;16.9646;0.948718;1.05128;0.179487;-0.443846;1.0769;0.025641;632.878;831.099;261.808;-1.401;3.95143;-0.397583;
905.516;-0.102606;0.281908;0;91.9253;-112.763;20.8378;21569;-26042;4360;84.823;-101.788;16.9646;1.20513;1.07692;0.435897;-0.443846;1.26477;0.188034;632.654;829.532;261.419;-0.836535;2.78375;-0.388611;
936.791;-0.102606;0.281908;0;91.9253;-112.763;20.8378;22036;-26600;4459;81.9956;-96.1327;16.9646;0.974359;1.33333;0.25641;-0.414256;1.29918;-0.034188;631.983;827.519;261.417;-1.77358;3.47366;-0.00164795;
968.562;-0.102606;0.281908;0;91.9253;-112.763;20.8378;23034;-27766;4650;84.823;-98.9602;16.9646;1.10256;1.84615;0.512821;-0.340282;1.76931;-0.0769231;631.759;825.953;261.419;-0.836552;2.78386;0.00164795;
1000.55;-0.102606;0.281908;0;91.9253;-112.763;20.8378;23973;-28876;4825;84.823;-98.9602;16.9646;0.589744;1.12821;0.435897;-0.0887693;1.09405;-0.034188;631.983;823.268;259.934;-0.456693;4.92883;-1.48499;
1032.8;-0.102606;0.281908;0;91.9253;-112.763;20.8378;24953;-30078;5013;84.823;-104.615;14.1372;0.666667;0.666667;0.512821;-0.0887692;0.837436;0.17094;632.43;820.359;260.176;-0.100248;5.40602;0.241882;
1064.05;-0.102606;0.281908;0;91.9253;-112.763;20.8378;25461;-30692;5115;81.9956;-101.788;16.9646;0.461538;0.74359;0.230769;-0.133154;0.726513;-0.017094;632.654;817.45;259.779;-0.543031;5.33223;-0.397339;
1095.48;-0.102606;0.281908;0;91.9253;-112.763;20.8378;26393;-31820;5314;90.4779;-98.9602;16.9646;0.897436;1.25641;0.230769;-0.384667;1.21372;-0.042735;632.878;814.989;259.392;-0.427629;4.52013;-0.386902;
1127.44;-0.102606;0.281908;0;91.9253;-112.763;20.8378;27359;-33002;5514;84.823;-104.615;11.3097;1.02564;1.15385;0.333333;-0.399462;1.22215;0.0683761;632.878;814.989;259.392;0;0;0;
1157.9;-0.102606;0.281908;0;91.9253;-112.763;20.8378;28316;-34166;5714;84.823;-98.9602;16.9646;1.10256;1.10256;0.282051;-0.473436;1.19649;0.0940171;633.101;812.304;258.769;-0.556852;4.91863;-0.622864;
1189.02;-0.102606;0.281908;0;91.9253;-112.763;20.8378;28785;-34738;5800;84.823;-107.442;16.9646;0.897436;1.15385;0.435897;-0.266308;1.21362;0.0598291;632.43;809.171;258.996;-2.31123;5.41317;0.226807;
1219.07;-0.102606;0.281908;0;91.9253;-112.763;20.8378;29759;-35937;5998;90.4779;-101.788;19.792;1.02564;0.769231;0.307692;-0.414256;0.957077;0.188034;632.206;806.486;258.761;-1.36526;4.75782;-0.23407;
1249.97;-0.102606;0.281908;0;91.9253;-112.763;20.8378;30737;-37106;6194;87.6504;-101.788;16.9646;0.666667;0.871795;0.333333;-0.192333;0.914487;0.0427351;631.311;803.801;258.761;-2.57706;4.51726;-3.05176e-05;
1280.8;-0.102606;0.281908;0;91.9253;-112.763;20.8378;31209;-37690;6279;79.1681;-104.615;11.3097;0.820513;0.717949;0.538462;-0.162744;0.93141;0.213675;630.864;801.116;257.982;-1.83271;4.65328;-0.779602;
1312.84;-0.102606;0.281908;0;91.9253;-112.763;20.8378;32186;-38864;6473;79.1681;-101.788;14.1372;0.589744;0.974359;0.461538;-0.0739744;0.999974;0.025641;631.088;797.984;257.746;-0.818983;5.71122;-0.235382;
1344.87;-0.102606;0.281908;0;91.9253;-112.763;20.8378;33119;-40054;6663;81.9956;-101.788;16.9646;0.794872;0.923077;0.25641;-0.310692;0.965769;0.0427351;631.088;794.851;257.746;-1.22141;5.62382;0;
1376.68;-0.102606;0.281908;0;91.9253;-112.763;20.8378;34104;-41212;6859;87.6504;-104.615;19.792;0.358974;0.871795;0.230769;-0.0739744;0.777872;-0.0940171;631.088;792.166;257.746;-1.0469;4.82029;0;
1408.87;-0.102606;0.281908;0;91.9253;-112.763;20.8378;34616;-41834;6971;87.6504;-110.27;19.792;0.538462;0.794872;0.128205;-0.236718;0.75218;-0.042735;631.088;789.705;257.508;-0.978079;4.41466;-0.238739;
1440.89;-0.102606;0.281908;0;91.9253;-112.763;20.8378;35570;-42975;7162;81.9956;-98.9602;16.9646;0.769231;1.30769;0.307692;-0.266308;1.23085;-0.0769231;631.535;785.901;256.97;-0.77314;6.99392;-0.53772;
1472.62;-0.102606;0.281908;0;91.9253;-112.763;20.8378;36542;-44147;7369;81.9956;-104.615;16.9646;0.871795;1;0.179487;-0.399462;1.01708;0.017094;631.535;782.993;256.73;-1.22661;5.20106;-0.240112;
1503.98;-0.102606;0.281908;0;91.9253;-112.763;20.8378;37511;-45346;7565;79.1681;-107.442;16.9646;0.615385;0.615385;0.333333;-0.162744;0.726385;0.111111;631.983;780.084;256.097;-0.484545;5.38531;-0.632904;
1536.02;-0.102606;0.281908;0;91.9253;-112.763;20.8378;37969;-45928;7663;84.823;-104.615;16.9646;1.35897;0.692308;0.205128;-0.665769;0.982615;0.290598;631.983;780.084;256.097;0;0;0;
