Time;Set robot speed along X axis;Set robot speed along Y axis;Set rotational robot velocity;1st motor set speed;2st motor set speed;3st motor set speed;1st motor position;2nd motor position;3rd motor position;1st motor velocity;2nd motor velocity;3rd motor velocity;1st motor current;2nd motor current;3rd motor current;X axis current;Y axis curent;Rotational current;X axis global position;Y axis global position;Angle;Delta X axis local position;Delta Y axis local position;Delta angle;
ms;m/s;m/s;rad/s;rad/s;rad/s;rad/s;ticks;ticks;ticks;rad/s;rad/s;rad/s;A;A;A;A;A;A;pix;pix;deg;mm;mm;deg;
t;xsetspeed;ysetspeed;setvel;m1setvel;m2setvel;m3setvel;m1pos;m2pos;m3pos;m1vel;m2vel;m3vel;m1cur;m2cur;m3cur;xcur;ycur;rotcur;xpos;ypos;ang;dx;dy;dang;
0.0002;0.259808;0.15;0;-60;-60;120;0;0;0;0;0;0;0;0;0;0;0;0;852.153;915.676;333.527;0;-0;0;
27.007;0.259808;0.15;0;-60;-60;120;-4;-8;1;0;0;0;0.025641;0.025641;0.025641;0;0;0;852.153;915.676;333.527;0;-0;0;
57.7231;0.259808;0.15;0;-60;-60;120;-4;-8;1;0;0;0;0.025641;0.025641;0.025641;0;0;0;852.153;915.676;333.527;0;-0;0;
88.7486;0.259808;0.15;0;-60;-60;120;-4;-8;1;0;0;0;0.025641;0.025641;0.025641;0;0;0;852.153;915.676;333.527;0;-0;0;
119.781;0.259808;0.15;0;-60;-60;120;-591;-528;1095;-56.5487;-50.8938;110.27;0.74359;1.46154;0.897436;0.946872;1.02608;-0.435897;851.705;915.453;332.888;-0.00945219;0.920462;-0.639618;
151.781;0.259808;0.15;0;-60;-60;120;-1209;-1123;2351;-56.5487;-53.7212;104.615;0.974359;0.846154;1.25641;1.28715;0.658308;-0.188034;851.705;915.453;332.888;0;0;0;
181.749;0.259808;0.15;0;-60;-60;120;-1816;-1738;3610;-53.7212;-53.7212;118.752;0.897436;0.794872;0.871795;1.02085;0.521641;-0.273504;851.034;913.886;332.337;1.97502;2.43017;-0.550751;
212.746;0.259808;0.15;0;-60;-60;120;-2116;-2050;4229;-50.8938;-56.5487;115.925;0.641026;0.384615;1.33333;1.13921;0.487077;0.102564;849.915;912.544;331.7;1.1955;2.98226;-0.636444;
242.815;0.259808;0.15;0;-60;-60;120;-2738;-2674;5494;-53.7212;-53.7212;110.27;0.717949;0.692308;1.15385;1.08003;0.606923;-0.0854701;850.139;910.53;331.146;3.43889;1.42461;-0.55481;
272.795;0.259808;0.15;0;-60;-60;120;-3345;-3283;6762;-53.7212;-50.8938;110.27;0.641026;0.974359;1.41026;1.18359;0.906051;-0.0683761;850.363;909.411;329.877;1.98447;0.675302;-1.26852;
302.742;0.259808;0.15;0;-60;-60;120;-3667;-3579;7386;-53.7212;-56.5487;113.097;0.615385;0.948718;0.74359;0.784128;0.675487;-0.273504;850.139;908.069;328.693;1.89334;1.63347;-1.18408;
332.446;0.259808;0.15;0;-60;-60;120;-4279;-4190;8661;-50.8938;-53.7212;110.27;0.692308;0.564103;0.923077;0.932077;0.453103;-0.111111;849.915;906.726;327.84;1.8688;1.66148;-0.85318;
363.474;0.259808;0.15;0;-60;-60;120;-4580;-4488;9289;-50.8938;-50.8938;110.27;0.794872;0.794872;1;1.03564;0.598487;-0.196581;850.139;905.607;327.274;1.95175;0.764724;-0.565521;
393.51;0.259808;0.15;0;-60;-60;120;-5202;-5089;10565;-56.5487;-50.8938;113.097;0.820513;1;0.871795;0.976462;0.684077;-0.316239;850.586;905.384;326.656;0.795876;-0.462117;-0.618591;
423.121;0.259808;0.15;0;-60;-60;120;-5818;-5711;11910;-53.7212;-53.7212;115.925;0.794872;1.02564;0.692308;0.858103;0.649949;-0.376068;850.139;903.37;326.369;2.62431;2.73473;-0.28717;
454.485;0.259808;0.15;0;-60;-60;120;-6136;-6005;12537;-53.7212;-59.3761;113.097;0.717949;1;0.897436;0.932077;0.726769;-0.273504;849.915;902.699;325.8;0.788406;1.03372;-0.568787;
484.563;0.259808;0.15;0;-60;-60;120;-6738;-6609;13784;-50.8938;-53.7212;113.097;0.717949;0.871795;1.64103;1.36113;0.888872;0.017094;849.468;901.356;324.888;1.54391;2.09238;-0.911438;
516.548;0.259808;0.15;0;-60;-60;120;-7367;-7208;15023;-53.7212;-56.5487;104.615;0.615385;0.692308;1.30769;1.10962;0.692308;0;849.468;899.342;324.278;3.00362;2.16006;-0.61026;
548.674;0.259808;0.15;0;-60;-60;120;-7695;-7529;15666;-53.7212;-53.7212;118.752;0.538462;0.692308;1.23077;1.02085;0.692308;0;849.468;899.342;324.278;0;0;0;
580.408;0.259808;0.15;0;-60;-60;120;-8300;-8127;16949;-50.8938;-53.7212;104.615;0.820513;0.589744;1.12821;1.12441;0.495821;-0.0940171;849.244;896.881;324.034;3.41787;2.98891;-0.243774;
612.658;0.259808;0.15;0;-60;-60;120;-8925;-8763;18183;-53.7212;-56.5487;104.615;0.615385;0.589744;0.897436;0.872898;0.487282;-0.102564;848.796;893.973;323.419;3.80023;3.84606;-0.615814;
644.507;0.259808;0.15;0;-60;-60;120;-9538;-9401;19449;-50.8938;-50.8938;104.615;0.74359;0.358974;1.17949;1.10962;0.38459;0.025641;848.573;892.63;323.136;1.72625;1.80915;-0.282745;
674.453;0.259808;0.15;0;-60;-60;120;-10155;-10049;20728;-53.7212;-56.5487;107.442;0.641026;0.358974;1.35897;1.154;0.478513;0.119658;847.901;890.393;323.419;2.5646;3.44186;0.282776;
704.558;0.259808;0.15;0;-60;-60;120;-10461;-10344;21371;-59.3761;-50.8938;121.58;0.820513;0.74359;0.538462;0.784128;0.402051;-0.34188;847.677;888.379;323.744;2.73981;2.52003;0.325592;
734.451;0.259808;0.15;0;-60;-60;120;-11082;-10970;22644;-50.8938;-53.7212;113.097;0.769231;0.589744;1;1.02085;0.470205;-0.119658;846.559;885.917;323.419;2.40385;4.34823;-0.325623;
765.438;0.259808;0.15;0;-60;-60;120;-11374;-11276;23278;-53.7212;-53.7212;113.097;0.871795;0.589744;0.589744;0.843308;0.299436;-0.290598;845.888;882.785;323.136;3.86319;4.44084;-0.282745;
797.468;0.259808;0.15;0;-60;-60;120;-11979;-11917;24546;-56.5487;-53.7212;107.442;0.923077;0.564103;1.02564;1.12441;0.41041;-0.153846;844.992;880.547;322.556;2.2621;3.80705;-0.58017;
829.423;0.259808;0.15;0;-60;-60;120;-12592;-12547;25835;-53.7212;-53.7212;107.442;0.794872;0.615385;1;1.03564;0.478769;-0.136752;845.664;879.205;321.628;2.70052;0.562427;-0.927429;
859.522;0.259808;0.15;0;-60;-60;120;-13192;-13140;27079;-53.7212;-53.7212;107.442;0.846154;0.769231;1.02564;1.08003;0.572846;-0.196581;845.44;878.086;321.057;1.33975;1.6122;-0.571625;
889.457;0.259808;0.15;0;-60;-60;120;-13511;-13458;27729;-50.8938;-53.7212;107.442;0.794872;0.820513;1.30769;1.21318;0.718051;-0.102564;845.664;876.968;321.118;1.8584;0.969556;0.0613708;
919.527;0.259808;0.15;0;-60;-60;120;-14119;-14061;29009;-56.5487;-50.8938;110.27;0.564103;0.615385;0.974359;0.887692;0.547077;-0.0683761;845.664;875.178;320.219;2.5272;2.10413;-0.898468;
949.441;0.259808;0.15;0;-60;-60;120;-14755;-14697;30256;-56.5487;-62.2035;121.58;0.487179;0.410256;0.820513;0.754538;0.384641;-0.025641;845.664;875.178;320.219;0;0;0;
979.415;0.259808;0.15;0;-60;-60;120;-15064;-15022;30919;-53.7212;-53.7212;107.442;0.487179;0.666667;1.23077;0.991256;0.692282;0.025641;844.769;872.94;319.335;2.04472;3.9282;-0.884583;
1009.75;0.259808;0.15;0;-60;-60;120;-15672;-15622;32184;-53.7212;-53.7212;113.097;0.923077;0.615385;0.589744;0.872898;0.299462;-0.316239;844.545;870.255;319.937;3.5102;3.49004;0.602386;
1041.73;0.259808;0.15;0;-60;-60;120;-16277;-16255;33483;-50.8938;-56.5487;107.442;0.897436;0.769231;0.769231;0.961667;0.470385;-0.299145;843.874;868.018;319.335;2.31305;3.61568;-0.602509;
1073.79;0.259808;0.15;0;-60;-60;120;-16570;-16555;34148;-50.8938;-50.8938;110.27;1;0.692308;0.871795;1.08003;0.419077;-0.273504;843.426;866.675;319.068;1.32368;2.23809;-0.266602;
1104.05;0.259808;0.15;0;-60;-60;120;-17193;-17168;35336;-56.5487;-53.7212;113.097;0.769231;0.692308;1.12821;1.09482;0.581308;-0.111111;843.203;866.004;318.489;0.650539;1.12571;-0.579132;
1133.75;0.259808;0.15;0;-60;-60;120;-17814;-17774;36588;-53.7212;-56.5487;107.442;0.74359;0.948718;1.53846;1.31674;0.897487;-0.051282;842.755;864.661;317.605;1.2662;2.27122;-0.883759;
1163.74;0.259808;0.15;0;-60;-60;120;-18113;-18063;37213;-53.7212;-50.8938;107.442;0.692308;0.923077;0.794872;0.858103;0.649846;-0.273504;842.084;862.871;317.617;1.59636;3.12934;0.0119629;
1193.73;0.259808;0.15;0;-60;-60;120;-18720;-18687;38489;-53.7212;-53.7212;110.27;1.02564;0.435897;0.948718;1.13921;0.265128;-0.17094;842.307;861.081;316.447;2.66703;1.96739;-1.17029;
1224.71;0.259808;0.15;0;-60;-60;120;-19333;-19314;39766;-53.7212;-53.7212;110.27;0.820513;0.692308;0.974359;1.03564;0.513;-0.179487;842.755;859.962;316.157;2.05293;0.829686;-0.289734;
1256.76;0.259808;0.15;0;-60;-60;120;-19633;-19618;40376;-56.5487;-56.5487;104.615;0.641026;0.589744;1.51282;1.24277;0.683667;0.0940171;842.979;859.515;313.556;0.864879;0.311959;-2.60074;
1286.72;0.259808;0.15;0;-60;-60;120;-20270;-20241;41654;-53.7212;-59.3761;104.615;0.461538;0.769231;1.41026;1.08003;0.829;0.059829;843.426;858.62;312.675;1.7201;0.650631;-0.881836;
1318.77;0.259808;0.15;0;-60;-60;120;-20890;-20831;42935;-53.7212;-50.8938;118.752;0.717949;1.07692;0.794872;0.872898;0.743923;-0.333333;842.084;856.159;312.966;1.27379;4.99285;0.29184;
1350.41;0.259808;0.15;0;-60;-60;120;-21479;-21442;44219;-50.8938;-53.7212;110.27;0.897436;0.564103;0.846154;1.00605;0.35918;-0.205128;842.084;856.159;312.966;0;0;0;
1381.01;0.259808;0.15;0;-60;-60;120;-21799;-21773;44846;-53.7212;-56.5487;110.27;0.717949;0.512821;0.923077;0.946872;0.410359;-0.102564;842.084;854.369;312.692;2.22978;2.41706;-0.274384;
1412.44;0.259808;0.15;0;-60;-60;120;-22424;-22372;46082;-56.5487;-50.8938;113.097;0.538462;1.07692;1.25641;1.03564;0.957385;-0.119658;842.307;853.25;312.386;1.68974;1.24053;-0.306335;
1442.35;0.259808;0.15;0;-60;-60;120;-23054;-22967;47316;-59.3761;-53.7212;107.442;0.564103;0.692308;1.33333;1.09482;0.717923;0.025641;841.86;850.565;312.687;2.73901;4.18445;0.300781;
1474.33;0.259808;0.15;0;-60;-60;120;-23375;-23286;47981;-56.5487;-50.8938;113.097;0.74359;0.666667;0.641026;0.798923;0.410513;-0.25641;842.307;847.656;312.094;4.19328;3.41309;-0.592346;
1504.46;0.259808;0.15;0;-60;-60;120;-23984;-23893;49218;-53.7212;-50.8938;107.442;0.564103;0.641026;1.05128;0.932077;0.589795;-0.051282;842.531;845.195;311.514;3.30545;3.11294;-0.579865;
1535.33;0.259808;0.15;0;-60;-60;120;-24617;-24528;50509;-59.3761;-56.5487;110.27;0.538462;0.410256;0.717949;0.724949;0.33341;-0.0769231;842.755;842.734;310.944;3.27432;3.14567;-0.569977;
1567.44;0.259808;0.15;0;-60;-60;120;-24926;-24839;51157;-56.5487;-56.5487;110.27;0.487179;0.435897;1.23077;0.991256;0.538359;0.102564;842.979;840.72;311.247;2.74876;2.51011;0.302368;
1597.46;0.259808;0.15;0;-60;-60;120;-25561;-25472;52419;-53.7212;-59.3761;104.615;0.564103;0.538462;0.923077;0.858103;0.478692;-0.0598291;843.426;838.035;310.357;3.82176;3.22549;-0.889832;
1627.55;0.259808;0.15;0;-60;-60;120;-26193;-26083;53721;-53.7212;-50.8938;115.925;0.794872;0.794872;0.358974;0.665769;0.385026;-0.410256;843.426;835.35;310.357;3.19421;3.75891;0;
